week_start,panchayat_id,ndvi,lst_day_c
2023-12-03,MP0306,0.201,28.8
2023-12-03,MP0107,0.214,29.0
2023-12-03,MP0108,0.166,29.4
2023-12-03,MP0109,,
2023-12-03,MP0209,0.203,30.6
2023-12-03,MP0210,0.187,27.7
2023-12-03,MP0211,,
2023-12-03,MP0307,0.266,29.2
2023-12-03,MP0308,0.216,31.6
2023-12-03,MP0309,0.221,26.3
2023-12-03,MP0310,0.235,28.6
2023-12-03,MP0110,0.255,31.5
2023-12-03,MP0111,0.275,28.9
2023-12-03,MP0112,,
2023-12-03,MP0212,0.208,28.7
2023-12-03,MP0213,0.212,27.4
2023-12-03,MP0214,0.171,29.8
2023-12-03,MP0215,0.217,26.9
2023-12-03,MP0311,0.266,28.4
2023-12-03,MP0312,0.235,31.7
2023-12-03,MP0313,0.216,28.6
2023-12-03,MP0113,0.23,33.5
2023-12-03,MP0401,0.231,30.0
2023-12-03,MP0402,0.213,30.2
2023-12-03,MP0216,0.18,28.0
2023-12-03,MP0501,0.188,31.0
2023-12-03,MP0502,,
2023-12-03,MP0314,0.243,28.6
2023-12-03,MP0315,0.231,28.1
2023-12-03,MP0601,0.229,27.7
2023-12-03,MP0316,0.198,29.4
2023-12-03,MP0403,0.236,29.0
2023-12-03,MP0404,0.188,29.6
2023-12-03,MP0405,0.227,29.1
2023-12-03,MP0503,0.168,31.9
2023-12-03,MP0504,0.25,30.1
2023-12-03,MP0505,0.203,26.2
2023-12-03,MP0506,0.252,29.7
2023-12-03,MP0602,0.186,30.4
2023-12-03,MP0603,0.223,29.7
2023-12-03,MP0604,0.184,31.5
2023-12-03,MP0406,0.198,29.6
2023-12-03,MP0407,0.244,30.6
2023-12-03,MP0408,0.214,30.6
2023-12-03,MP0507,0.187,31.8
2023-12-03,MP0508,0.175,30.8
2023-12-03,MP0509,0.191,31.1
2023-12-03,MP0510,0.142,29.7
2023-12-03,MP0605,0.215,29.1
2023-12-03,MP0606,,
2023-12-03,MP0607,,
2023-12-03,MP0409,0.177,28.4
2023-12-03,MP0410,0.166,30.5
2023-12-03,MP0411,0.23,27.3
2023-12-03,MP0412,0.176,27.6
2023-12-03,MP0511,,
2023-12-03,MP0512,0.243,31.9
2023-12-03,MP0608,0.209,31.4
2023-12-03,MP0609,,
2023-12-03,MP0610,0.249,29.1
2023-12-03,MP0611,0.247,28.7
2023-12-03,MP0413,0.226,29.0
2023-12-03,MP0414,0.162,30.1
2023-12-03,MP0415,0.261,29.3
2023-12-03,MP0513,0.207,32.1
2023-12-03,MP0514,0.175,30.1
2023-12-03,MP0515,0.153,30.7
2023-12-03,MP0516,0.231,31.9
2023-12-03,MP0612,0.132,27.8
2023-12-03,MP0613,0.206,31.9
2023-12-03,MP0614,0.164,27.3
2023-12-10,MP0101,,
2023-12-10,MP0102,0.215,23.5
2023-12-10,MP0103,0.166,24.7
2023-12-10,MP0201,0.227,23.9
2023-12-10,MP0202,0.245,21.5
2023-12-10,MP0203,0.174,24.2
2023-12-10,MP0204,0.21,21.6
2023-12-10,MP0301,0.267,20.6
2023-12-10,MP0302,0.201,20.9
2023-12-10,MP0303,0.208,25.1
2023-12-10,MP0104,0.216,19.4
2023-12-10,MP0105,0.223,22.1
2023-12-10,MP0106,0.235,23.4
2023-12-10,MP0205,0.247,25.2
2023-12-10,MP0206,0.218,23.1
2023-12-10,MP0207,0.183,23.4
2023-12-10,MP0208,0.258,23.6
2023-12-10,MP0304,0.214,22.9
2023-12-10,MP0305,0.221,24.1
2023-12-10,MP0306,,
2023-12-10,MP0107,0.223,22.8
2023-12-10,MP0108,0.181,25.4
2023-12-10,MP0109,,
2023-12-10,MP0209,0.219,23.2
2023-12-10,MP0210,0.189,22.9
2023-12-10,MP0211,0.229,24.3
2023-12-10,MP0307,0.264,21.5
2023-12-10,MP0308,0.211,22.1
2023-12-10,MP0309,0.246,20.6
2023-12-10,MP0310,0.224,22.7
2023-12-10,MP0110,0.217,23.8
2023-12-10,MP0111,0.215,25.1
2023-12-10,MP0112,0.278,24.4
2023-12-10,MP0212,0.199,20.1
2023-12-10,MP0213,,
2023-12-10,MP0214,0.218,23.5
2023-12-10,MP0215,0.222,25.3
2023-12-10,MP0311,0.218,22.6
2023-12-10,MP0312,0.255,23.3
2023-12-10,MP0313,0.206,22.8
2023-12-10,MP0113,0.21,23.7
2023-12-10,MP0401,0.199,22.9
2023-12-10,MP0402,0.174,25.0
2023-12-10,MP0216,0.208,23.0
2023-12-10,MP0501,,
2023-12-10,MP0502,0.202,22.9
2023-12-10,MP0314,0.203,22.1
2023-12-10,MP0315,0.172,22.4
2023-12-10,MP0601,0.202,22.7
2023-12-10,MP0316,0.149,21.2
2023-12-10,MP0403,0.158,21.3
2023-12-10,MP0404,0.217,19.0
2023-12-10,MP0405,0.226,23.2
2023-12-10,MP0503,0.191,25.6
2023-12-10,MP0504,0.261,21.0
2023-12-10,MP0505,0.178,24.8
2023-12-10,MP0506,0.256,22.3
2023-12-10,MP0602,,
2023-12-10,MP0603,0.201,24.8
2023-12-10,MP0604,0.239,23.2
2023-12-10,MP0406,0.251,24.7
2023-12-10,MP0407,0.164,22.1
2023-12-10,MP0408,0.193,23.5
2023-12-10,MP0507,0.189,25.4
2023-12-10,MP0508,0.239,22.4
2023-12-10,MP0509,0.25,23.6
2023-12-10,MP0510,0.186,23.0
2023-12-10,MP0605,0.198,22.9
2023-12-10,MP0606,0.165,24.6
2023-12-10,MP0607,0.219,24.0
2023-12-10,MP0409,0.252,24.5
2023-12-10,MP0410,0.244,24.3
2023-12-10,MP0411,0.258,22.7
2023-12-10,MP0412,0.196,22.4
2023-12-10,MP0511,0.199,24.3
2023-12-10,MP0512,0.17,21.3
2023-12-10,MP0608,,
2023-12-10,MP0609,0.27,21.5
2023-12-10,MP0610,0.185,20.7
2023-12-10,MP0611,0.135,24.3
2023-12-10,MP0413,,
2023-12-10,MP0414,0.189,22.8
2023-12-10,MP0415,0.178,22.7
2023-12-10,MP0513,0.247,24.0
2023-12-10,MP0514,0.176,23.6
2023-12-10,MP0515,0.207,23.3
2023-12-10,MP0516,0.204,23.7
2023-12-10,MP0612,0.261,21.6
2023-12-10,MP0613,0.212,22.2
2023-12-10,MP0614,0.229,21.6
2023-12-17,MP0101,0.213,23.2
2023-12-17,MP0102,0.232,26.6
2023-12-17,MP0103,0.223,23.1
2023-12-17,MP0201,0.246,20.0
2023-12-17,MP0202,,
2023-12-17,MP0203,0.184,23.6
2023-12-17,MP0204,0.198,25.2
2023-12-17,MP0301,0.227,25.7
2023-12-17,MP0302,0.234,22.3
2023-12-17,MP0303,0.211,24.4
2023-12-17,MP0104,0.205,21.6
2023-12-17,MP0105,0.21,21.6
2023-12-17,MP0106,0.249,22.8
2023-12-17,MP0205,0.239,20.7
2023-12-17,MP0206,,
2023-12-17,MP0207,0.243,23.9
2023-12-17,MP0208,0.237,24.9
2023-12-17,MP0304,,
2023-12-17,MP0305,0.254,22.0
2023-12-17,MP0306,0.244,22.9
2023-12-17,MP0107,0.247,22.2
2023-12-17,MP0108,0.288,22.5
2023-12-17,MP0109,0.249,23.4
2023-12-17,MP0209,,
2023-12-17,MP0210,0.214,25.4
2023-12-17,MP0211,0.257,23.5
2023-12-17,MP0307,0.277,23.4
2023-12-17,MP0308,0.265,24.7
2023-12-17,MP0309,0.272,22.9
2023-12-17,MP0310,0.266,23.9
2023-12-17,MP0110,0.201,24.3
2023-12-17,MP0111,0.248,27.4
2023-12-17,MP0112,0.209,23.4
2023-12-17,MP0212,0.223,24.3
2023-12-17,MP0213,0.181,23.4
2023-12-17,MP0214,0.238,24.6
2023-12-17,MP0215,0.27,23.3
2023-12-17,MP0311,0.231,23.2
2023-12-17,MP0312,0.243,23.7
2023-12-17,MP0313,0.184,25.6
2023-12-17,MP0113,0.245,24.1
2023-12-17,MP0401,0.194,23.3
2023-12-17,MP0402,0.209,23.7
2023-12-17,MP0216,,
2023-12-17,MP0501,0.206,24.1
2023-12-17,MP0502,0.201,23.6
2023-12-17,MP0314,0.203,24.1
2023-12-17,MP0315,0.195,21.9
2023-12-17,MP0601,0.207,25.2
2023-12-17,MP0316,0.243,25.7
2023-12-17,MP0403,,
2023-12-17,MP0404,0.205,22.7
2023-12-17,MP0405,0.268,21.7
2023-12-17,MP0503,0.216,26.2
2023-12-17,MP0504,0.216,23.8
2023-12-17,MP0505,0.23,21.5
2023-12-17,MP0506,0.248,25.0
2023-12-17,MP0602,0.146,22.5
2023-12-17,MP0603,,
2023-12-17,MP0604,0.215,23.3
2023-12-17,MP0406,0.221,22.3
2023-12-17,MP0407,0.231,21.4
2023-12-17,MP0408,0.241,24.9
2023-12-17,MP0507,0.221,22.6
2023-12-17,MP0508,0.213,21.7
2023-12-17,MP0509,0.215,23.9
2023-12-17,MP0510,0.173,24.1
2023-12-17,MP0605,0.227,25.5
2023-12-17,MP0606,0.225,26.9
2023-12-17,MP0607,0.203,25.4
2023-12-17,MP0409,,
2023-12-17,MP0410,0.17,21.8
2023-12-17,MP0411,0.214,22.4
2023-12-17,MP0412,0.234,23.2
2023-12-17,MP0511,0.263,22.9
2023-12-17,MP0512,0.219,24.1
2023-12-17,MP0608,0.187,21.7
2023-12-17,MP0609,0.202,25.3
2023-12-17,MP0610,0.195,24.1
2023-12-17,MP0611,0.187,23.0
2023-12-17,MP0413,0.275,25.0
2023-12-17,MP0414,0.196,22.8
2023-12-17,MP0415,0.257,23.9
2023-12-17,MP0513,0.284,20.2
2023-12-17,MP0514,0.198,20.5
2023-12-17,MP0515,0.14,23.4
2023-12-17,MP0516,0.183,23.2
2023-12-17,MP0612,0.221,24.8
2023-12-17,MP0613,,
2023-12-17,MP0614,0.201,25.3
2023-12-24,MP0101,0.283,27.8
2023-12-24,MP0102,0.268,25.6
2023-12-24,MP0103,0.226,28.5
2023-12-24,MP0201,0.247,26.5
2023-12-24,MP0202,0.281,27.2
2023-12-24,MP0203,,
2023-12-24,MP0204,0.27,26.7
2023-12-24,MP0301,0.242,26.9
2023-12-24,MP0302,0.315,25.4
2023-12-24,MP0303,0.273,26.8
2023-12-24,MP0104,0.252,27.1
2023-12-24,MP0105,0.215,26.7
2023-12-24,MP0106,0.266,21.7
2023-12-24,MP0205,0.266,24.0
2023-12-24,MP0206,0.252,25.4
2023-12-24,MP0207,0.242,25.4
2023-12-24,MP0208,0.235,26.6
2023-12-24,MP0304,,
2023-12-24,MP0305,,
2023-12-24,MP0306,0.279,26.9
2023-12-24,MP0107,0.256,26.3
2023-12-24,MP0108,0.277,23.9
2023-12-24,MP0109,0.266,26.4
2023-12-24,MP0209,0.274,26.2
2023-12-24,MP0210,0.271,25.9
2023-12-24,MP0211,0.277,27.8
2023-12-24,MP0307,0.235,24.7
2023-12-24,MP0308,0.236,24.7
2023-12-24,MP0309,0.271,27.5
2023-12-24,MP0310,0.281,25.5
2023-12-24,MP0110,0.207,26.5
2023-12-24,MP0111,0.254,28.7
2023-12-24,MP0112,0.288,24.9
2023-12-24,MP0212,0.276,27.0
2023-12-24,MP0213,0.22,25.4
2023-12-24,MP0214,,
2023-12-24,MP0215,0.246,27.1
2023-12-24,MP0311,,
2023-12-24,MP0312,0.261,27.5
2023-12-24,MP0313,0.185,24.1
2023-12-24,MP0113,0.24,25.4
2023-12-24,MP0401,0.183,26.0
2023-12-24,MP0402,0.25,25.1
2023-12-24,MP0216,0.273,27.7
2023-12-24,MP0501,0.279,25.2
2023-12-24,MP0502,,
2023-12-24,MP0314,0.227,24.5
2023-12-24,MP0315,0.223,27.8
2023-12-24,MP0601,0.252,26.2
2023-12-24,MP0316,0.269,28.6
2023-12-24,MP0403,0.218,25.9
2023-12-24,MP0404,0.2,24.3
2023-12-24,MP0405,0.239,27.4
2023-12-24,MP0503,0.186,25.1
2023-12-24,MP0504,0.203,24.1
2023-12-24,MP0505,0.294,27.6
2023-12-24,MP0506,0.274,27.3
2023-12-24,MP0602,0.215,26.8
2023-12-24,MP0603,0.244,26.7
2023-12-24,MP0604,0.316,28.2
2023-12-24,MP0406,0.288,25.5
2023-12-24,MP0407,0.2,24.4
2023-12-24,MP0408,0.235,28.4
2023-12-24,MP0507,0.225,27.2
2023-12-24,MP0508,0.244,24.3
2023-12-24,MP0509,0.164,27.2
2023-12-24,MP0510,0.199,23.6
2023-12-24,MP0605,0.24,29.5
2023-12-24,MP0606,0.265,26.8
2023-12-24,MP0607,0.229,24.5
2023-12-24,MP0409,,
2023-12-24,MP0410,0.241,25.4
2023-12-24,MP0411,0.251,24.1
2023-12-24,MP0412,0.276,23.1
2023-12-24,MP0511,0.288,26.2
2023-12-24,MP0512,0.229,28.6
2023-12-24,MP0608,,
2023-12-24,MP0609,0.282,27.4
2023-12-24,MP0610,,
2023-12-24,MP0611,0.211,26.4
2023-12-24,MP0413,0.255,27.6
2023-12-24,MP0414,0.194,22.7
2023-12-24,MP0415,,
2023-12-24,MP0513,,
2023-12-24,MP0514,0.262,26.6
2023-12-24,MP0515,0.245,25.4
2023-12-24,MP0516,0.24,27.2
2023-12-24,MP0612,0.238,27.1
2023-12-24,MP0613,0.239,23.8
2023-12-24,MP0614,0.29,26.2
2023-12-31,MP0101,0.302,27.9
2023-12-31,MP0102,0.288,26.7
2023-12-31,MP0103,0.275,25.8
2023-12-31,MP0201,0.278,25.4
2023-12-31,MP0202,0.287,29.7
2023-12-31,MP0203,0.314,24.0
2023-12-31,MP0204,0.271,26.3
2023-12-31,MP0301,0.206,26.4
2023-12-31,MP0302,0.241,25.2
2023-12-31,MP0303,0.276,27.6
2023-12-31,MP0104,0.283,23.4
2023-12-31,MP0105,0.241,27.2
2023-12-31,MP0106,0.272,26.1
2023-12-31,MP0205,0.206,25.5
2023-12-31,MP0206,0.25,25.0
2023-12-31,MP0207,,
2023-12-31,MP0208,0.323,25.3
2023-12-31,MP0304,0.35,24.8
2023-12-31,MP0305,0.301,26.5
2023-12-31,MP0306,0.235,25.2
2023-12-31,MP0107,0.258,27.0
2023-12-31,MP0108,0.256,26.8
2023-12-31,MP0109,0.26,26.4
2023-12-31,MP0209,0.293,25.6
2023-12-31,MP0210,0.296,29.8
2023-12-31,MP0211,0.294,26.1
2023-12-31,MP0307,0.209,27.3
2023-12-31,MP0308,,
2023-12-31,MP0309,0.264,28.1
2023-12-31,MP0310,0.302,25.1
2023-12-31,MP0110,0.298,25.3
2023-12-31,MP0111,0.291,27.7
2023-12-31,MP0112,0.241,25.9
2023-12-31,MP0212,0.309,25.7
2023-12-31,MP0213,0.262,28.3
2023-12-31,MP0214,0.283,26.2
2023-12-31,MP0215,0.291,24.5
2023-12-31,MP0311,0.3,27.0
2023-12-31,MP0312,0.265,26.5
2023-12-31,MP0313,0.259,24.8
2023-12-31,MP0113,0.297,25.2
2023-12-31,MP0401,0.249,25.1
2023-12-31,MP0402,0.242,26.5
2023-12-31,MP0216,0.262,26.7
2023-12-31,MP0501,0.325,26.8
2023-12-31,MP0502,0.335,22.5
2023-12-31,MP0314,0.264,26.0
2023-12-31,MP0315,,
2023-12-31,MP0601,0.239,23.2
2023-12-31,MP0316,0.235,26.3
2023-12-31,MP0403,0.251,25.9
2023-12-31,MP0404,0.239,25.4
2023-12-31,MP0405,0.268,29.8
2023-12-31,MP0503,0.221,26.4
2023-12-31,MP0504,0.328,26.2
2023-12-31,MP0505,0.254,24.5
2023-12-31,MP0506,0.243,26.2
2023-12-31,MP0602,0.24,24.3
2023-12-31,MP0603,0.258,24.7
2023-12-31,MP0604,0.342,26.9
2023-12-31,MP0406,0.24,25.6
2023-12-31,MP0407,0.305,25.9
2023-12-31,MP0408,0.263,26.1
2023-12-31,MP0507,0.277,26.6
2023-12-31,MP0508,0.26,24.7
2023-12-31,MP0509,0.217,26.1
2023-12-31,MP0510,0.243,26.1
2023-12-31,MP0605,0.263,22.6
2023-12-31,MP0606,0.286,25.4
2023-12-31,MP0607,0.233,27.9
2023-12-31,MP0409,0.263,24.0
2023-12-31,MP0410,,
2023-12-31,MP0411,0.321,24.5
2023-12-31,MP0412,0.273,24.8
2023-12-31,MP0511,0.257,28.2
2023-12-31,MP0512,0.303,27.3
2023-12-31,MP0608,0.224,24.3
2023-12-31,MP0609,0.286,28.3
2023-12-31,MP0610,0.218,28.0
2023-12-31,MP0611,0.282,24.7
2023-12-31,MP0413,0.326,26.0
2023-12-31,MP0414,0.248,27.3
2023-12-31,MP0415,0.308,24.6
2023-12-31,MP0513,0.279,27.1
2023-12-31,MP0514,0.267,24.8
2023-12-31,MP0515,0.253,24.0
2023-12-31,MP0516,,
2023-12-31,MP0612,0.247,25.3
2023-12-31,MP0613,0.244,27.1
2023-12-31,MP0614,0.312,26.3
2024-01-07,MP0101,0.333,27.8
2024-01-07,MP0102,0.314,24.1
2024-01-07,MP0103,0.341,27.5
2024-01-07,MP0201,0.319,24.8
2024-01-07,MP0202,0.317,25.8
2024-01-07,MP0203,0.295,26.7
2024-01-07,MP0204,0.264,23.5
2024-01-07,MP0301,0.304,27.8
2024-01-07,MP0302,0.349,29.1
2024-01-07,MP0303,0.3,25.7
2024-01-07,MP0104,0.281,24.4
2024-01-07,MP0105,0.323,24.9
2024-01-07,MP0106,,
2024-01-07,MP0205,,
2024-01-07,MP0206,0.33,24.3
2024-01-07,MP0207,0.228,23.8
2024-01-07,MP0208,0.303,23.3
2024-01-07,MP0304,0.319,25.2
2024-01-07,MP0305,0.309,27.4
2024-01-07,MP0306,0.261,24.9
2024-01-07,MP0107,0.301,23.6
2024-01-07,MP0108,0.303,27.5
2024-01-07,MP0109,,
2024-01-07,MP0209,0.316,25.4
2024-01-07,MP0210,0.31,26.6
2024-01-07,MP0211,0.322,24.4
2024-01-07,MP0307,0.285,26.3
2024-01-07,MP0308,0.338,25.6
2024-01-07,MP0309,0.313,25.3
2024-01-07,MP0310,0.341,23.4
2024-01-07,MP0110,0.341,28.7
2024-01-07,MP0111,0.326,26.1
2024-01-07,MP0112,0.311,25.6
2024-01-07,MP0212,0.352,25.2
2024-01-07,MP0213,0.31,25.6
2024-01-07,MP0214,0.318,27.3
2024-01-07,MP0215,0.312,25.4
2024-01-07,MP0311,0.303,26.3
2024-01-07,MP0312,0.31,22.4
2024-01-07,MP0313,0.276,27.8
2024-01-07,MP0113,0.32,28.5
2024-01-07,MP0401,0.292,28.3
2024-01-07,MP0402,0.239,28.2
2024-01-07,MP0216,0.315,25.3
2024-01-07,MP0501,0.288,27.2
2024-01-07,MP0502,,
2024-01-07,MP0314,,
2024-01-07,MP0315,0.293,25.6
2024-01-07,MP0601,0.362,28.4
2024-01-07,MP0316,0.305,26.1
2024-01-07,MP0403,0.27,27.3
2024-01-07,MP0404,0.199,25.4
2024-01-07,MP0405,0.307,27.6
2024-01-07,MP0503,0.242,26.7
2024-01-07,MP0504,0.309,25.9
2024-01-07,MP0505,0.32,26.4
2024-01-07,MP0506,0.315,25.8
2024-01-07,MP0602,,
2024-01-07,MP0603,0.267,24.7
2024-01-07,MP0604,0.366,25.8
2024-01-07,MP0406,0.363,29.0
2024-01-07,MP0407,0.307,25.0
2024-01-07,MP0408,,
2024-01-07,MP0507,0.267,27.9
2024-01-07,MP0508,0.278,23.9
2024-01-07,MP0509,0.223,25.3
2024-01-07,MP0510,0.281,25.0
2024-01-07,MP0605,0.283,24.4
2024-01-07,MP0606,0.257,23.6
2024-01-07,MP0607,0.324,24.8
2024-01-07,MP0409,,
2024-01-07,MP0410,0.304,25.4
2024-01-07,MP0411,0.319,27.3
2024-01-07,MP0412,0.303,25.8
2024-01-07,MP0511,0.311,25.3
2024-01-07,MP0512,0.283,26.9
2024-01-07,MP0608,,
2024-01-07,MP0609,0.307,26.2
2024-01-07,MP0610,0.279,25.5
2024-01-07,MP0611,0.321,26.3
2024-01-07,MP0413,0.319,25.5
2024-01-07,MP0414,0.302,26.2
2024-01-07,MP0415,0.319,26.4
2024-01-07,MP0513,0.34,24.4
2024-01-07,MP0514,0.316,25.1
2024-01-07,MP0515,0.29,24.7
2024-01-07,MP0516,0.286,27.3
2024-01-07,MP0612,0.321,26.0
2024-01-07,MP0613,0.289,28.1
2024-01-07,MP0614,0.296,26.1
2024-01-14,MP0101,0.327,24.6
2024-01-14,MP0102,0.346,26.0
2024-01-14,MP0103,0.345,23.6
2024-01-14,MP0201,,
2024-01-14,MP0202,0.351,25.6
2024-01-14,MP0203,,
2024-01-14,MP0204,0.386,24.7
2024-01-14,MP0301,0.333,27.2
2024-01-14,MP0302,0.43,23.8
2024-01-14,MP0303,,
2024-01-14,MP0104,0.323,24.2
2024-01-14,MP0105,0.377,26.2
2024-01-14,MP0106,0.364,21.8
2024-01-14,MP0205,,
2024-01-14,MP0206,0.356,23.5
2024-01-14,MP0207,0.34,24.1
2024-01-14,MP0208,0.39,26.0
2024-01-14,MP0304,0.398,26.8
2024-01-14,MP0305,0.263,27.3
2024-01-14,MP0306,0.33,23.4
2024-01-14,MP0107,0.349,23.1
2024-01-14,MP0108,0.322,25.0
2024-01-14,MP0109,0.304,23.7
2024-01-14,MP0209,0.321,23.9
2024-01-14,MP0210,0.35,26.3
2024-01-14,MP0211,0.34,25.6
2024-01-14,MP0307,0.364,25.0
2024-01-14,MP0308,0.451,22.8
2024-01-14,MP0309,0.351,26.1
2024-01-14,MP0310,0.354,24.7
2024-01-14,MP0110,0.349,23.5
2024-01-14,MP0111,0.349,22.2
2024-01-14,MP0112,0.377,22.6
2024-01-14,MP0212,0.364,25.4
2024-01-14,MP0213,0.3,24.4
2024-01-14,MP0214,0.323,24.9
2024-01-14,MP0215,0.344,24.1
2024-01-14,MP0311,0.357,23.2
2024-01-14,MP0312,0.324,25.5
2024-01-14,MP0313,0.383,26.1
2024-01-14,MP0113,0.37,25.9
2024-01-14,MP0401,0.313,25.2
2024-01-14,MP0402,0.321,22.8
2024-01-14,MP0216,0.358,24.4
2024-01-14,MP0501,0.331,22.5
2024-01-14,MP0502,0.349,24.2
2024-01-14,MP0314,0.313,24.6
2024-01-14,MP0315,0.307,26.1
2024-01-14,MP0601,0.322,21.9
2024-01-14,MP0316,0.365,21.3
2024-01-14,MP0403,0.315,24.3
2024-01-14,MP0404,0.319,26.7
2024-01-14,MP0405,0.321,24.5
2024-01-14,MP0503,0.284,22.3
2024-01-14,MP0504,0.367,25.0
2024-01-14,MP0505,0.377,22.4
2024-01-14,MP0506,,
2024-01-14,MP0602,0.325,24.2
2024-01-14,MP0603,0.373,22.6
2024-01-14,MP0604,0.374,22.5
2024-01-14,MP0406,0.319,24.8
2024-01-14,MP0407,0.318,23.2
2024-01-14,MP0408,0.321,21.9
2024-01-14,MP0507,0.355,22.7
2024-01-14,MP0508,0.258,20.7
2024-01-14,MP0509,0.265,27.4
2024-01-14,MP0510,0.277,22.5
2024-01-14,MP0605,0.392,22.0
2024-01-14,MP0606,0.331,24.7
2024-01-14,MP0607,0.359,24.1
2024-01-14,MP0409,0.33,25.2
2024-01-14,MP0410,0.356,26.4
2024-01-14,MP0411,0.353,24.1
2024-01-14,MP0412,0.331,24.8
2024-01-14,MP0511,0.279,25.9
2024-01-14,MP0512,0.295,19.7
2024-01-14,MP0608,0.296,24.8
2024-01-14,MP0609,0.313,23.9
2024-01-14,MP0610,0.284,22.8
2024-01-14,MP0611,0.345,22.2
2024-01-14,MP0413,0.318,22.8
2024-01-14,MP0414,0.343,23.8
2024-01-14,MP0415,0.401,23.4
2024-01-14,MP0513,0.362,23.9
2024-01-14,MP0514,0.293,22.8
2024-01-14,MP0515,,
2024-01-14,MP0516,0.392,24.6
2024-01-14,MP0612,0.368,27.3
2024-01-14,MP0613,0.349,25.1
2024-01-14,MP0614,0.38,24.9
2024-01-21,MP0101,,
2024-01-21,MP0102,0.378,23.8
2024-01-21,MP0103,0.364,24.5
2024-01-21,MP0201,0.366,26.7
2024-01-21,MP0202,0.416,24.6
2024-01-21,MP0203,0.381,25.2
2024-01-21,MP0204,0.422,23.4
2024-01-21,MP0301,,
2024-01-21,MP0302,0.435,26.9
2024-01-21,MP0303,,
2024-01-21,MP0104,0.365,22.5
2024-01-21,MP0105,0.428,25.6
2024-01-21,MP0106,0.4,24.4
2024-01-21,MP0205,0.461,28.6
2024-01-21,MP0206,0.367,25.3
2024-01-21,MP0207,0.455,25.4
2024-01-21,MP0208,0.472,24.4
2024-01-21,MP0304,0.395,25.9
2024-01-21,MP0305,0.382,27.7
2024-01-21,MP0306,0.436,25.3
2024-01-21,MP0107,0.425,27.0
2024-01-21,MP0108,0.327,24.6
2024-01-21,MP0109,0.42,25.5
2024-01-21,MP0209,0.371,25.0
2024-01-21,MP0210,0.416,23.8
2024-01-21,MP0211,0.35,23.8
2024-01-21,MP0307,0.392,21.9
2024-01-21,MP0308,0.44,24.9
2024-01-21,MP0309,0.38,24.9
2024-01-21,MP0310,0.415,24.0
2024-01-21,MP0110,0.347,23.5
2024-01-21,MP0111,0.395,24.8
2024-01-21,MP0112,0.419,22.1
2024-01-21,MP0212,0.406,21.8
2024-01-21,MP0213,0.349,23.8
2024-01-21,MP0214,,
2024-01-21,MP0215,0.419,27.6
2024-01-21,MP0311,,
2024-01-21,MP0312,0.367,24.6
2024-01-21,MP0313,0.359,29.0
2024-01-21,MP0113,0.467,24.4
2024-01-21,MP0401,,
2024-01-21,MP0402,0.323,22.0
2024-01-21,MP0216,,
2024-01-21,MP0501,0.408,25.9
2024-01-21,MP0502,0.366,25.4
2024-01-21,MP0314,0.374,22.2
2024-01-21,MP0315,0.381,24.2
2024-01-21,MP0601,0.425,26.0
2024-01-21,MP0316,0.287,26.0
2024-01-21,MP0403,0.408,25.5
2024-01-21,MP0404,0.4,28.3
2024-01-21,MP0405,0.372,24.9
2024-01-21,MP0503,0.263,25.9
2024-01-21,MP0504,0.415,24.1
2024-01-21,MP0505,0.361,24.2
2024-01-21,MP0506,0.403,24.5
2024-01-21,MP0602,0.303,25.8
2024-01-21,MP0603,0.398,26.0
2024-01-21,MP0604,0.465,24.5
2024-01-21,MP0406,0.38,24.9
2024-01-21,MP0407,,
2024-01-21,MP0408,0.397,24.7
2024-01-21,MP0507,,
2024-01-21,MP0508,0.315,26.1
2024-01-21,MP0509,0.309,24.8
2024-01-21,MP0510,0.325,26.2
2024-01-21,MP0605,0.349,22.7
2024-01-21,MP0606,0.403,25.6
2024-01-21,MP0607,0.334,26.7
2024-01-21,MP0409,0.416,23.0
2024-01-21,MP0410,0.371,23.8
2024-01-21,MP0411,0.418,24.3
2024-01-21,MP0412,0.369,23.6
2024-01-21,MP0511,0.4,25.0
2024-01-21,MP0512,0.39,26.0
2024-01-21,MP0608,0.313,25.6
2024-01-21,MP0609,,
2024-01-21,MP0610,0.4,26.7
2024-01-21,MP0611,0.364,24.3
2024-01-21,MP0413,0.445,25.9
2024-01-21,MP0414,0.38,24.5
2024-01-21,MP0415,0.406,22.3
2024-01-21,MP0513,0.382,25.0
2024-01-21,MP0514,0.369,27.7
2024-01-21,MP0515,0.366,25.9
2024-01-21,MP0516,0.354,26.1
2024-01-21,MP0612,0.394,24.5
2024-01-21,MP0613,0.43,26.0
2024-01-21,MP0614,0.372,24.7
2024-01-28,MP0101,0.436,25.4
2024-01-28,MP0102,,
2024-01-28,MP0103,,
2024-01-28,MP0201,0.496,29.4
2024-01-28,MP0202,0.432,25.9
2024-01-28,MP0203,0.514,24.9
2024-01-28,MP0204,0.471,22.2
2024-01-28,MP0301,0.455,26.8
2024-01-28,MP0302,0.487,26.1
2024-01-28,MP0303,,
2024-01-28,MP0104,0.35,26.7
2024-01-28,MP0105,,
2024-01-28,MP0106,,
2024-01-28,MP0205,0.431,27.9
2024-01-28,MP0206,0.398,29.9
2024-01-28,MP0207,0.41,28.0
2024-01-28,MP0208,0.421,24.3
2024-01-28,MP0304,0.469,26.1
2024-01-28,MP0305,0.434,25.7
